querytime,id,occupancy,from,to,train_series,train_direction,train_type
2016-11-02 16:33:15+01:00,-1,low,8812005,8813003,2300,back,IC
2016-11-02 17:01:42+01:00,-1,medium,8841004,8844008,500,away,IC
2016-11-02 17:01:45+01:00,-1,medium,8821121,8831005,8200,away,P
2016-11-02 17:09:05+01:00,-1,high,8821006,8892007,3000,away,IC
2016-11-02 17:10:14+01:00,-1,high,8821006,8892007,1800,back,IC
2016-11-02 17:38:47+01:00,-1,low,8812005,8811007,2300,away,IC
2016-11-02 17:48:18+01:00,-1,low,8896008,8891009,2300,back,IC
2016-11-02 17:48:24+01:00,-1,low,8896735,8896008,700,back,IC
2016-11-02 17:54:27+01:00,-1,high,8811601,8814001,2100,back,IC
2016-11-02 18:47:41+01:00,-1,medium,8833209,8831401,2600,away,IC
2016-11-02 18:47:50+01:00,-1,low,8833209,8831401,2600,away,IC
2016-11-02 19:10:58+01:00,-1,high,8895711,8895505,61500,away,S
2016-11-02 20:35:35+01:00,-1,low,8813003,8812005,23600,away,S
2016-11-02 20:54:53+01:00,-1,low,8813003,8812005,1700,away,IC
2016-11-02 21:26:10+01:00,-1,medium,8895000,8892007,3600,back,IC
2016-11-03 06:24:42+01:00,-1,high,8841202,8812005,7400,back,P
2016-11-03 07:11:00+01:00,-1,high,8833308,8813003,1500,back,IC
2016-11-03 07:19:46+01:00,-1,high,8833001,8813003,400,back,IC
2016-11-03 08:07:40+01:00,-1,low,8833001,8812005,1700,back,IC
2016-11-03 08:09:39+01:00,-1,medium,8821006,8821121,3100,back,IC
2016-11-03 08:40:29+01:00,-1,high,8813003,8812005,32200,away,S
2016-11-03 08:46:38+01:00,-1,medium,8895208,8814001,2300,away,IC
2016-11-03 08:46:43+01:00,-1,high,8895208,8814001,2300,away,IC
2016-11-03 08:48:02+01:00,-1,low,8812005,8863008,2400,away,IC
2016-11-03 09:09:41+01:00,-1,medium,8892007,8814001,400,away,IC
2016-11-03 09:12:44+01:00,-1,medium,8891009,8814001,1500,away,IC
2016-11-03 09:30:51+01:00,-1,high,8832615,8821121,4300,back,IC
2016-11-03 09:39:07+01:00,-1,high,8811916,8811304,2400,away,IC
2016-11-03 09:40:24+01:00,-1,low,8833001,8892007,4100,back,IC
2016-11-03 10:14:50+01:00,-1,low,8814001,8819406,3600,away,IC
2016-11-03 10:17:06+01:00,-1,high,8832615,8832573,4300,back,IC
2016-11-03 11:44:27+01:00,-1,medium,8891140,8891009,1500,back,IC
2016-11-03 12:50:25+01:00,-1,medium,8814415,8814423,53300,away,S
2016-11-03 16:19:26+01:00,-1,low,8893401,8893013,500,back,L
2016-11-03 16:33:14+01:00,-1,medium,8821006,8833209,2900,away,IC
2016-11-03 16:33:21+01:00,-1,low,8833209,8831310,2200,away,IC
2016-11-03 16:34:05+01:00,-1,low,8812005,8821006,4500,away,IC
2016-11-03 16:34:18+01:00,-1,high,8812005,8821006,4500,away,IC
2016-11-03 17:45:14+01:00,-1,medium,8893260,8893815,8000,back,P
2016-11-03 17:57:20+01:00,-1,medium,8813003,8883311,3200,back,IC
2016-11-03 18:27:46+01:00,-1,high,8821006,8892007,1800,back,IC
2016-11-03 18:30:49+01:00,-1,medium,8843208,8841004,2400,away,IC
2016-11-03 18:33:24+01:00,-1,low,8811163,8811916,2500,away,IC
2016-11-03 18:34:10+01:00,-1,high,8894748,8892007,1800,back,IC
2016-11-03 18:35:03+01:00,-1,high,8821196,8894748,1800,back,IC
2016-11-03 18:35:10+01:00,-1,high,8894748,8894508,1800,back,IC
2016-11-03 18:35:15+01:00,-1,high,8894508,8894201,1800,back,IC
2016-11-03 18:35:22+01:00,-1,high,8893120,8892007,1800,back,IC
2016-11-03 18:35:27+01:00,-1,high,8892007,8891009,1800,back,IC
2016-11-03 19:11:23+01:00,-1,medium,8841004,8841558,2400,away,IC
2016-11-03 19:11:29+01:00,-1,low,8841004,8841558,2400,away,IC
2016-11-03 20:01:16+01:00,-1,low,8833001,8821006,2900,back,IC
2016-11-04 07:36:54+01:00,-1,low,8833001,8813003,7300,away,P
2016-11-04 08:15:00+01:00,-1,low,8833001,8811163,93200,back,S
2016-11-04 08:20:37+01:00,-1,high,8833001,8814001,1500,back,IC
2016-11-04 08:30:38+01:00,-1,high,8822343,8822004,3100,back,IC
2016-11-04 09:09:46+01:00,-1,high,8892007,8896503,700,away,IC
2016-11-04 10:59:37+01:00,-1,low,8892007,8813003,2800,away,IC
2016-11-04 11:03:50+01:00,-1,high,8833308,8833605,1500,away,IC
2016-11-04 11:22:19+01:00,-1,medium,8814001,8883006,1700,back,IC
2016-11-04 13:52:55+01:00,-1,medium,8821121,8891702,1800,back,IC
2016-11-04 15:07:50+01:00,-1,medium,8821006,8821121,2800,away,L
2016-11-04 15:24:57+01:00,-1,high,8821121,8832615,4300,away,IC
2016-11-04 16:41:08+01:00,-1,low,8814001,8814308,68500,away,S
2016-11-04 16:41:14+01:00,-1,low,8813003,8814001,68500,away,S
2016-11-04 16:41:17+01:00,-1,low,8812005,8813003,68500,away,S
2016-11-04 16:41:22+01:00,-1,low,8811007,8812005,68500,away,S
2016-11-04 18:49:34+01:00,-1,high,8883212,8883006,3400,away,IC
2016-11-04 18:49:42+01:00,-1,high,8883212,8883006,3400,away,IC
2016-11-04 18:49:46+01:00,-1,low,8883212,8883006,3400,away,IC
2016-11-04 19:13:50+01:00,-1,medium,8833001,8813003,400,back,IC
2016-11-04 20:09:11+01:00,-1,medium,8863008,8814001,2100,back,IC
2016-11-04 21:49:25+01:00,-1,low,8833001,8831005,1500,away,IC
2016-11-04 23:33:43+01:00,-1,low,8813003,8814142,11900,back,S
2016-11-05 10:24:30+01:00,-1,medium,8833209,8821600,2800,back,L
2016-11-05 11:16:19+01:00,-1,low,8892031,8892007,500,away,L
2016-11-05 11:31:15+01:00,-1,low,8892007,8813003,1500,away,IC
2016-11-05 13:24:06+01:00,-1,high,8814001,8891009,1500,back,IC
2016-11-05 13:59:51+01:00,-1,low,8882206,8882107,13300,away,IC
2016-11-05 14:09:06+01:00,-1,medium,8833001,8812005,3600,back,IC
2016-11-05 16:23:56+01:00,-1,medium,8833001,8892007,1500,back,IC
2016-11-05 16:49:08+01:00,-1,low,8895000,8892007,2200,back,IC
2016-11-05 17:08:08+01:00,-1,low,8813003,8892007,500,back,IC
2016-11-05 17:19:03+01:00,-1,low,8891140,8891132,500,back,L
2016-11-05 17:19:45+01:00,-1,high,8892007,8896149,700,away,IC
2016-11-05 17:19:51+01:00,-1,high,8893120,8892007,700,away,IC
2016-11-05 17:38:52+01:00,-1,medium,8812005,8893559,3600,back,IC
2016-11-05 23:41:30+01:00,-1,high,8892403,8892205,3600,away,IC
2016-11-06 09:17:36+01:00,-1,low,8895836,8814001,2200,away,IC
2016-11-06 10:28:57+01:00,-1,high,8892007,8841004,500,away,IC
2016-11-06 10:34:13+01:00,-1,low,8812005,8841004,500,away,IC
2016-11-06 10:42:40+01:00,-1,medium,8814258,8814001,11700,away,S
2016-11-06 10:42:48+01:00,-1,medium,8814258,8814001,11700,away,S
2016-11-06 13:53:59+01:00,-1,low,8831310,8831138,2900,back,IC
2016-11-06 15:00:54+01:00,-1,low,8864451,8841525,5500,back,L
2016-11-06 19:15:51+01:00,-1,low,8893526,8822004,800,away,L
2016-11-06 19:48:37+01:00,-1,high,8885001,8886348,1900,away,IC
2016-11-06 21:23:32+01:00,-1,medium,8821121,8814001,9200,away,IC
2016-11-07 05:05:50+01:00,-1,medium,8882248,8882206,7700,back,P
2016-11-07 05:16:54+01:00,-1,low,8896800,8892205,2300,back,IC
2016-11-07 06:20:48+01:00,-1,low,8892007,8814001,500,away,IC
2016-11-07 06:20:56+01:00,-1,low,8892205,8892007,3600,away,IC
2016-11-07 06:23:10+01:00,-1,high,8892007,8812005,7000,away,P
2016-11-07 06:23:25+01:00,-1,medium,8892007,8812005,7000,away,P
2016-11-07 06:47:18+01:00,-1,medium,8812146,8812120,37000,back,S
2016-11-07 06:47:28+01:00,-1,medium,8812070,8812062,37000,back,S
2016-11-07 06:48:31+01:00,-1,high,8831005,8831401,7200,away,P
2016-11-07 06:48:35+01:00,-1,high,8831401,8821832,7200,away,P
2016-11-07 06:48:39+01:00,-1,high,8821832,8821600,7200,away,P
2016-11-07 06:48:43+01:00,-1,high,8821600,8821121,7200,away,P
2016-11-07 06:48:47+01:00,-1,high,8821121,8821006,7200,away,P
2016-11-07 06:49:50+01:00,-1,medium,8812153,8813003,32200,back,S
2016-11-07 07:21:40+01:00,-1,high,8892007,8814001,7000,away,P
2016-11-07 07:37:28+01:00,-1,medium,8814357,8814365,23700,away,S
2016-11-07 07:37:45+01:00,-1,medium,8814357,8812005,23700,away,S
2016-11-07 07:49:53+01:00,-1,high,8822004,8819406,2600,away,IC
2016-11-07 07:54:01+01:00,-1,high,8821006,8812005,2000,back,IC
2016-11-07 07:56:37+01:00,-1,medium,8821196,8821121,3000,back,
2016-11-07 07:56:42+01:00,-1,medium,8821121,8821006,3000,back,
2016-11-07 07:59:35+01:00,-1,low,8893559,8895067,2200,away,IC
2016-11-07 08:17:50+01:00,-1,high,8833001,8812005,1500,back,IC
2016-11-07 08:17:54+01:00,-1,high,8812005,8813003,1500,back,IC
2016-11-07 08:42:28+01:00,-1,low,8833605,8833308,1700,back,IC
2016-11-07 08:45:13+01:00,-1,medium,8831765,8831005,1500,back,IC
2016-11-07 08:45:20+01:00,-1,low,8831005,8833209,2600,back,IC
2016-11-07 08:52:01+01:00,-1,low,8841525,8841004,2400,back,IC
2016-11-07 10:53:01+01:00,-1,low,8893211,8892007,700,back,L
2016-11-07 13:14:20+01:00,-1,low,8811189,8813003,3400,back,IC
2016-11-07 14:01:18+01:00,-1,low,8811411,8812005,86500,back,S
2016-11-07 14:07:18+01:00,-1,low,8822004,8831005,2600,away,IC
2016-11-07 14:25:57+01:00,-1,low,8831005,8831765,8300,away,P
2016-11-07 15:45:05+01:00,-1,low,8821006,8821121,2600,away,IC
2016-11-07 15:45:16+01:00,-1,high,8821006,8821121,2600,away,IC
2016-11-07 15:45:23+01:00,-1,medium,8821006,8821121,2600,away,IC
2016-11-07 17:06:53+01:00,-1,low,8896149,8896008,8000,away,P
2016-11-07 17:14:33+01:00,-1,medium,8814258,8813003,4500,away,IC
2016-11-07 17:26:10+01:00,-1,medium,8821121,8821238,3100,back,IC
2016-11-07 17:26:16+01:00,-1,medium,8821006,8821121,3100,back,IC
2016-11-07 17:26:21+01:00,-1,medium,8821238,8822343,3100,back,IC
2016-11-07 17:50:45+01:00,-1,medium,8813003,8881000,3700,back,IC
2016-11-07 18:43:16+01:00,-1,low,8841004,8844503,400,away,IC
2016-11-07 19:04:23+01:00,-1,low,8892007,8893039,1800,away,L
2016-11-07 21:22:29+01:00,-1,medium,8811288,8814308,23600,back,S
2016-11-08 00:43:08+01:00,-1,medium,8833001,8892007,1500,back,IC
2016-11-08 00:43:12+01:00,-1,high,8833001,8892007,1500,back,IC
2016-11-08 06:28:11+01:00,-1,medium,8895802,8895836,3600,away,IC
2016-11-08 06:28:15+01:00,-1,medium,8895836,8814001,3600,away,IC
2016-11-08 06:28:20+01:00,-1,medium,8814001,8813003,3600,away,IC
2016-11-08 06:28:24+01:00,-1,medium,8813003,8812005,3600,away,IC
2016-11-08 06:28:28+01:00,-1,low,8812005,8819406,3600,away,IC
2016-11-08 06:57:37+01:00,-1,medium,8814258,8814001,11700,away,S
2016-11-08 06:58:20+01:00,-1,medium,8813003,8814258,11700,back,S
2016-11-08 06:58:56+01:00,-1,high,8814308,8814001,61500,away,S
2016-11-08 07:03:11+01:00,-1,high,8841202,8812005,7400,back,P
2016-11-08 07:12:31+01:00,-1,high,8814001,8813003,61500,away,S
2016-11-08 08:05:58+01:00,-1,medium,8814258,8814001,4500,away,IC
2016-11-08 08:08:56+01:00,-1,high,8893039,8814001,7000,away,P
2016-11-08 09:02:01+01:00,-1,medium,8811007,8833001,23600,away,S
2016-11-08 09:37:40+01:00,-1,medium,8813003,8892007,500,back,IC
2016-11-08 09:45:01+01:00,-1,medium,8892007,8813003,2800,away,IC
2016-11-08 10:44:41+01:00,-1,low,8811544,8811601,86500,away,S
2016-11-08 15:47:29+01:00,-1,medium,8813003,8892106,8000,away,P
2016-11-08 15:47:41+01:00,-1,low,8813003,8892106,400,back,IC
2016-11-08 16:10:05+01:00,-1,high,8821634,8832433,2800,away,L
2016-11-08 16:10:06+01:00,-1,low,8821600,8821600,2800,away,L
2016-11-08 16:10:58+01:00,-1,low,8821634,8832433,2900,away,L
2016-11-08 16:11:21+01:00,-1,medium,8892007,8892106,400,back,IC
2016-11-08 16:29:57+01:00,-1,low,8872009,8871100,3800,back,IC
2016-11-08 16:38:12+01:00,-1,medium,8874609,8874005,3800,back,IC
2016-11-08 17:09:15+01:00,-1,high,8814266,8814167,11700,away,S
2016-11-08 17:40:33+01:00,-1,high,8892007,8821006,700,back,IC
2016-11-08 17:57:07+01:00,-1,low,8813003,8814001,3400,back,IC
2016-11-08 17:57:10+01:00,-1,low,8872009,8882107,4300,back,L
2016-11-08 17:57:28+01:00,-1,medium,8872009,8882107,4300,back,L
2016-11-08 19:05:13+01:00,-1,low,8814001,8892007,400,back,IC
2016-11-08 19:05:22+01:00,-1,low,8812005,8896115,400,back,IC
2016-11-08 20:24:34+01:00,-1,high,8814001,8727100,9300,away,THA
2016-11-08 23:17:03+01:00,-1,medium,8892007,8896008,700,away,IC
2016-11-09 06:29:30+01:00,-1,medium,8892007,8812005,7000,away,P
2016-11-09 07:28:25+01:00,-1,high,8833001,8812005,1500,back,IC
2016-11-09 07:35:44+01:00,-1,low,8883311,8812005,2400,away,IC
2016-11-09 07:44:25+01:00,-1,high,8883311,8814308,1900,away,IC
2016-11-09 08:03:30+01:00,-1,high,8811411,8811403,53500,away,S
2016-11-09 08:08:13+01:00,-1,low,8882362,8882339,3400,away,IC
2016-11-09 08:08:25+01:00,-1,low,8882339,8882206,3400,away,IC
2016-11-09 08:08:30+01:00,-1,low,8882206,8882107,3400,away,IC
2016-11-09 08:08:35+01:00,-1,low,8882107,8883212,3400,away,IC
2016-11-09 08:08:41+01:00,-1,low,8883006,8883808,3400,away,IC
2016-11-09 08:12:42+01:00,-1,high,8833308,8813003,7400,away,P
2016-11-09 14:49:15+01:00,-1,low,8812005,8831401,2200,away,IC
2016-11-09 14:49:32+01:00,-1,medium,8812005,8833209,2200,away,IC
2016-11-09 15:00:31+01:00,-1,low,8892007,8896149,700,away,IC
2016-11-09 15:56:06+01:00,-1,high,8812005,8892007,1500,back,IC
2016-11-09 15:56:27+01:00,-1,high,8892007,8896149,700,away,IC
2016-11-09 16:17:58+01:00,-1,low,8812005,8814258,4500,back,IC
2016-11-09 16:18:04+01:00,-1,medium,8812005,8814258,4500,back,IC
2016-11-09 16:32:15+01:00,-1,medium,8831005,8831401,2600,back,IC
2016-11-09 16:34:13+01:00,-1,low,8895000,8814001,3600,away,IC
2016-11-09 16:46:01+01:00,-1,low,8814266,8813003,11700,away,S
2016-11-09 16:57:07+01:00,-1,medium,8822004,8821071,3300,away,IC
2016-11-09 17:04:20+01:00,-1,high,8821006,8400058,9300,away,THA
2016-11-09 17:29:06+01:00,-1,high,8893401,8894201,2600,back,L
2016-11-09 17:45:15+01:00,-1,medium,8821865,8833001,2800,away,L
2016-11-09 20:31:41+01:00,-1,medium,8866001,8200100,2100,away,IC
2016-11-10 06:57:55+01:00,-1,medium,8814308,8811007,61500,away,S
2016-11-10 06:58:05+01:00,-1,medium,8814308,8814001,61500,away,S
2016-11-10 07:08:33+01:00,-1,high,8814001,8821006,9300,back,THA
2016-11-10 07:13:51+01:00,-1,low,8811189,8814308,3400,back,IC
2016-11-10 07:26:55+01:00,-1,low,8813003,8814258,2000,back,IC
2016-11-10 07:27:50+01:00,-1,low,8813003,8814258,2000,back,IC
2016-11-10 07:34:52+01:00,-1,high,8833209,8833001,2400,back,L
2016-11-10 07:47:14+01:00,-1,high,8822004,8811197,73400,back,S
2016-11-10 08:39:02+01:00,-1,low,8821311,8821337,11900,away,S
2016-11-10 08:52:52+01:00,-1,medium,8893013,8892007,1800,back,L
2016-11-10 09:58:44+01:00,-1,low,8891009,8892007,500,away,IC
2016-11-10 10:14:21+01:00,-1,medium,8833209,8831401,2600,away,IC
2016-11-10 10:14:28+01:00,-1,medium,8831401,8831005,2600,away,IC
2016-11-10 12:38:54+01:00,-1,low,8811601,8811536,83900,back,S
2016-11-10 12:43:43+01:00,-1,high,8833274,8831401,2400,away,L
2016-11-10 15:16:30+01:00,-1,medium,8891009,8892007,1500,away,IC
2016-11-10 16:38:25+01:00,-1,high,8813003,8891702,8000,away,P
2016-11-10 16:38:31+01:00,-1,high,8813003,8891702,8000,away,P
2016-11-10 16:38:35+01:00,-1,high,8813003,8891702,8000,away,P
2016-11-10 16:38:51+01:00,-1,high,8813003,8891702,8000,away,P
2016-11-10 16:38:55+01:00,-1,medium,8813003,8891702,8000,away,P
2016-11-10 16:39:00+01:00,-1,high,8813003,8891702,8000,away,P
2016-11-10 16:52:27+01:00,-1,medium,8812005,8811189,3400,away,IC
2016-11-10 17:21:05+01:00,-1,low,8895208,8895240,1800,back,L
2016-11-10 17:26:31+01:00,-1,high,8813003,8892007,2800,back,IC
2016-11-10 17:38:41+01:00,-1,medium,8892007,8895000,2200,away,IC
2016-11-10 17:54:14+01:00,-1,medium,8891009,8821006,1800,away,IC
2016-11-10 18:17:51+01:00,-1,high,8892007,8891009,1800,back,IC
2016-11-10 18:59:23+01:00,-1,medium,8895802,8895000,2200,back,IC
2016-11-10 19:02:33+01:00,-1,low,8892007,8814001,1500,away,IC
2016-11-10 21:58:18+01:00,-1,low,8833209,8821006,2900,back,IC
2016-11-10 22:33:45+01:00,-1,low,8883311,8883436,1900,back,IC
2016-11-11 09:55:46+01:00,-1,high,8892106,8892007,3600,away,IC
2016-11-11 11:05:23+01:00,-1,high,8892007,8821006,700,back,IC
2016-11-11 12:13:41+01:00,-1,low,8821121,8821006,2900,back,IC
2016-11-11 12:30:52+01:00,-1,low,8833001,8812005,1500,back,IC
2016-11-11 12:41:03+01:00,-1,low,8812005,8813003,1500,back,IC
2016-11-11 12:45:24+01:00,-1,low,8813003,8814001,1500,back,IC
2016-11-11 12:50:35+01:00,-1,low,8814001,8892007,1500,back,IC
2016-11-11 13:19:58+01:00,-1,low,8814001,8727100,9300,back,THA
2016-11-11 13:20:47+01:00,-1,medium,8892007,8891140,1500,back,IC
2016-11-11 13:34:18+01:00,-1,low,8891140,8891009,1500,back,IC
2016-11-11 14:48:23+01:00,-1,low,8819406,8896008,2300,back,IC
2016-11-11 15:05:51+01:00,-1,low,8896008,8896388,700,away,IC
2016-11-11 15:52:30+01:00,-1,low,8814001,8895737,61500,back,S
2016-11-11 18:06:29+01:00,-1,high,8833001,8831005,2600,away,IC
2016-11-11 18:43:50+01:00,-1,low,8896008,8813003,2300,away,IC
2016-11-11 22:20:26+01:00,-1,medium,8895000,8892007,3600,back,IC
2016-11-12 09:18:29+01:00,-1,medium,8891009,8892007,1500,away,IC
2016-11-12 10:50:18+01:00,-1,low,8822145,8893401,800,back,L
2016-11-12 12:23:27+01:00,-1,high,8894508,8894201,1800,back,IC
2016-11-12 13:40:53+01:00,-1,high,8821121,8821006,1800,away,IC
2016-11-12 13:40:56+01:00,-1,low,8821121,8821006,1800,away,IC
2016-11-12 13:41:01+01:00,-1,low,8821196,8821121,1800,away,IC
2016-11-12 23:27:30+01:00,-1,high,8821196,8894508,1800,back,IC
2016-11-12 23:27:43+01:00,-1,low,8821196,8894508,1800,back,IC
2016-11-13 09:39:07+01:00,-1,low,8891405,8833001,1500,away,IC
2016-11-13 09:52:46+01:00,-1,low,8891009,8891132,1500,away,IC
2016-11-13 10:12:57+01:00,-1,low,8891140,8891165,1500,away,IC
2016-11-13 10:27:10+01:00,-1,low,8892007,8893013,1500,away,IC
2016-11-13 11:11:17+01:00,-1,low,8814001,8813003,1500,away,IC
2016-11-13 11:16:54+01:00,-1,medium,8813003,8812005,1500,away,IC
2016-11-13 11:22:22+01:00,-1,low,8812005,8811213,1500,away,IC
2016-11-13 13:13:25+01:00,-1,medium,8814001,8812047,32200,away,S
2016-11-13 14:06:33+01:00,-1,medium,8893401,8893542,500,back,L
2016-11-13 14:25:28+01:00,-1,high,8811189,8812005,3400,back,IC
2016-11-13 19:32:51+01:00,-1,low,8821006,8821600,12400,away,EXT
2016-11-13 19:45:27+01:00,-1,low,8892007,8893013,2200,away,IC
2016-11-13 20:11:15+01:00,-1,low,8821600,8821717,14300,away,BUS
2016-11-13 21:29:09+01:00,-1,high,8814167,8813003,11900,away,S
2016-11-13 21:51:00+01:00,-1,high,8822251,8814001,11900,back,S
2016-11-13 22:21:36+01:00,-1,medium,8896800,8896008,800,away,IC
2016-11-13 22:21:47+01:00,-1,medium,8896800,8896008,800,away,IC
2016-11-13 22:21:52+01:00,-1,medium,8896800,8896008,800,away,IC
2016-11-13 22:48:46+01:00,-1,medium,8895000,8892007,2200,back,IC
2016-11-13 22:58:28+01:00,-1,high,8831005,8821121,7200,away,P
2016-11-14 06:25:20+01:00,-1,low,8822004,8821121,9200,away,IC
2016-11-14 06:35:51+01:00,-1,low,8892007,8812005,7000,away,P
2016-11-14 07:14:23+01:00,-1,high,8831138,8831005,2200,back,IC
2016-11-14 07:14:27+01:00,-1,high,8831005,8821121,7200,away,P
2016-11-14 07:14:31+01:00,-1,low,8831138,8831005,2200,back,IC
2016-11-14 07:14:36+01:00,-1,high,8831138,8831005,2200,back,IC
2016-11-14 07:27:10+01:00,-1,low,8892007,8813003,2800,away,IC
2016-11-14 07:44:51+01:00,-1,medium,8821121,8822004,2000,back,IC
2016-11-14 07:44:56+01:00,-1,high,8822004,8812005,2000,back,IC
2016-11-14 07:45:00+01:00,-1,medium,8812005,8813003,2000,back,IC
2016-11-14 07:45:05+01:00,-1,medium,8821006,8821121,2000,back,IC
2016-11-14 08:05:02+01:00,-1,low,8891009,8892007,1500,away,IC
2016-11-14 08:14:31+01:00,-1,low,8833001,8811288,93200,back,S
2016-11-14 08:14:40+01:00,-1,low,8811288,8811254,93200,back,S
2016-11-14 08:14:51+01:00,-1,low,8811254,8811221,93200,back,S
2016-11-14 08:15:11+01:00,-1,low,8811221,8811213,93200,back,S
2016-11-14 08:16:46+01:00,-1,medium,8811213,8811163,93200,back,S
2016-11-14 08:26:03+01:00,-1,high,8896925,8896008,400,away,IC
2016-11-14 13:08:46+01:00,-1,low,8811304,8814001,2100,back,IC
2016-11-14 13:13:14+01:00,-1,medium,8833001,8831005,2400,away,L
2016-11-14 13:38:11+01:00,-1,low,8833266,8831005,2400,away,L
2016-11-14 14:09:38+01:00,-1,low,8833001,8892007,1500,back,IC
2016-11-14 14:19:23+01:00,-1,medium,8819406,8821006,2600,back,IC
2016-11-14 14:52:37+01:00,-1,medium,8813003,8821006,3100,away,IC
2016-11-14 15:11:10+01:00,-1,low,8200100,8866001,2100,back,IC
2016-11-14 15:34:06+01:00,-1,medium,8892007,8891009,1500,back,IC
2016-11-14 15:59:28+01:00,-1,low,8811916,8811213,93200,away,S
2016-11-14 16:27:02+01:00,-1,low,8819406,8812005,3700,back,IC
2016-11-14 16:27:08+01:00,-1,low,8812005,8813003,3700,back,IC
2016-11-14 16:45:59+01:00,-1,medium,8896008,8814001,2300,away,IC
2016-11-14 16:45:59+01:00,-1,medium,8814001,8833209,2200,away,IC
2016-11-14 17:24:50+01:00,-1,low,8813003,8812005,4500,away,IC
2016-11-14 17:36:35+01:00,-1,low,8811304,8811411,83900,away,S
2016-11-14 18:00:22+01:00,-1,medium,8811254,8811288,93200,away,S
2016-11-14 18:00:32+01:00,-1,high,8813003,8892007,2800,back,IC
2016-11-14 18:45:35+01:00,-1,medium,8895836,8893559,2200,back,IC
2016-11-14 21:41:26+01:00,-1,low,8892007,8891140,500,back,L
2016-11-14 23:36:11+01:00,-1,low,8814001,8822004,3300,away,IC
2016-11-14 23:38:11+01:00,-1,low,8812005,8811189,3300,away,IC
2016-11-15 07:06:13+01:00,-1,high,8814308,8814001,61500,away,S
2016-11-15 07:09:12+01:00,-1,low,8833001,8833209,2600,away,IC
2016-11-15 07:32:00+01:00,-1,high,8822004,8812005,11700,back,S
2016-11-15 07:39:33+01:00,-1,low,8813003,8812005,7000,away,P
2016-11-15 07:46:50+01:00,-1,low,8812005,8811007,7000,away,P
2016-11-15 07:51:15+01:00,-1,high,8885753,8885704,4800,away,L
2016-11-15 07:52:08+01:00,-1,medium,8821006,8821121,4500,back,IC
2016-11-15 07:55:35+01:00,-1,high,8881190,8886009,4800,back,L
2016-11-15 07:55:44+01:00,-1,high,8881190,8886009,4800,back,L
2016-11-15 07:55:49+01:00,-1,medium,8885753,8885704,4800,away,L
2016-11-15 08:12:18+01:00,-1,low,8812005,8822004,2000,away,IC
2016-11-15 09:18:16+01:00,-1,high,8821717,8821600,4200,away,IC
2016-11-15 09:18:21+01:00,-1,high,8821600,8821121,4200,away,IC
2016-11-15 09:45:02+01:00,-1,medium,8891009,8891140,1500,away,IC
2016-11-15 11:20:04+01:00,-1,low,8812005,8821006,3300,away,IC
2016-11-15 11:20:11+01:00,-1,high,8812005,8821006,3300,away,IC
2016-11-15 11:20:31+01:00,-1,high,8812005,8821006,3300,away,IC
2016-11-15 12:13:07+01:00,-1,high,8892007,8814001,2800,away,IC
2016-11-15 12:13:11+01:00,-1,medium,8892007,8814001,2800,away,IC
2016-11-15 12:35:50+01:00,-1,low,8822004,8892007,500,back,L
2016-11-15 14:56:55+01:00,-1,low,8831005,8833001,2400,back,L
2016-11-15 15:01:07+01:00,-1,low,8895802,8892007,2200,back,IC
2016-11-15 16:02:02+01:00,-1,high,8814167,8813003,11900,away,S
2016-11-15 16:10:29+01:00,-1,high,8813003,8812005,8300,away,P
2016-11-15 16:38:22+01:00,-1,low,8812005,8813003,8700,back,P
2016-11-15 16:38:26+01:00,-1,low,8811007,8812005,8700,back,P
2016-11-15 16:41:15+01:00,-1,high,8811247,8833001,23700,away,S
2016-11-15 16:41:20+01:00,-1,high,8811247,8833001,23700,away,S
2016-11-15 16:51:59+01:00,-1,high,8833001,8831039,1500,away,IC
2016-11-15 16:52:07+01:00,-1,high,8833001,8831039,1500,away,IC
2016-11-15 16:52:16+01:00,-1,high,8811247,8833001,23700,away,S
2016-11-15 16:52:21+01:00,-1,high,8811247,8833001,23700,away,S
2016-11-15 16:52:25+01:00,-1,high,8811247,8833001,23700,away,S
2016-11-15 16:52:32+01:00,-1,high,8811247,8833001,23700,away,S
2016-11-15 16:52:36+01:00,-1,high,8811247,8833001,23700,away,S
2016-11-15 17:13:16+01:00,-1,medium,8813003,8811601,86500,away,S
2016-11-15 17:19:04+01:00,-1,low,8892007,8891009,1800,back,IC
2016-11-15 17:26:38+01:00,-1,medium,8895091,8892007,8000,away,P
2016-11-15 17:30:23+01:00,-1,low,8832615,8821121,4300,back,IC
2016-11-15 17:43:27+01:00,-1,low,8814001,8814365,1700,back,IC
2016-11-15 17:43:41+01:00,-1,high,8814001,8814365,1700,back,IC
2016-11-15 18:01:03+01:00,-1,high,8811536,8811544,86500,away,S
2016-11-15 18:20:56+01:00,-1,medium,8814209,8871332,8700,away,P
2016-11-15 18:26:15+01:00,-1,low,8811163,8822004,73400,away,S
2016-11-15 18:43:23+01:00,-1,low,8844008,8844545,5000,away,L
2016-11-15 20:28:26+01:00,-1,low,8833001,8833209,2600,away,IC
2016-11-15 21:18:40+01:00,-1,low,8833001,8811130,500,back,IC
2016-11-15 21:18:53+01:00,-1,low,8841004,8833001,500,back,IC
2016-11-15 21:19:11+01:00,-1,low,8841004,8833001,500,back,IC
2016-11-15 21:40:37+01:00,-1,low,8813003,8841004,500,away,IC
